regime,ema_state,ema_slope,swing,rsi_state,stoch_state,atr_state,vwap_state,direction,params,n_IS,wins,wr_IS,exp_R_IS,n_OOS,wr_OOS,exp_R_OOS
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,101,58,0.5743,0.7228,18.0,0.3889,0.1667
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,101,58,0.5743,0.7228,12.0,0.4167,0.25
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,54,31,0.5741,0.7222,30.0,0.5333,0.6
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR7,54,31,0.5741,0.7222,9.0,1.0,2.0
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR21,54,31,0.5741,0.7222,10.0,0.5,0.5
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK5SS3SD3_ATR7,54,31,0.5741,0.7222,4.0,0.75,1.25
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR14,169,97,0.574,0.7219,23.0,0.5217,0.5652
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR21,176,101,0.5739,0.7216,25.0,0.56,0.68
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR14,61,35,0.5738,0.7213,8.0,0.875,1.625
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR21,61,35,0.5738,0.7213,40.0,0.5,0.5
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI14_SK5SS3SD3_ATR7,61,35,0.5738,0.7213,4.0,0.75,1.25
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,96,55,0.5729,0.7187,9.0,0.4444,0.3333
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR21,192,110,0.5729,0.7187,28.0,0.5357,0.6071
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA100_RSI7_SK21SS5SD5_ATR21,138,79,0.5725,0.7174,23.0,0.6522,0.9565
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR14,138,79,0.5725,0.7174,26.0,0.6538,0.9615
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR7,42,24,0.5714,0.7143,12.0,0.75,1.25
bull,1,1,1,strong,strong,expansion,1,LONG,EMA100_RSI21_SK14SS3SD3_ATR14,21,12,0.5714,0.7143,4.0,1.0,2.0
bull,1,1,1,strong,strong,expansion,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,21,12,0.5714,0.7143,7.0,0.7143,1.1429
bull,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK5SS3SD3_ATR14,189,108,0.5714,0.7143,25.0,0.52,0.56
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143,3.0,0.3333,-0.0
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR14,56,32,0.5714,0.7143,6.0,0.1667,-0.5
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,35,20,0.5714,0.7143,12.0,0.5833,0.75
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,21,12,0.5714,0.7143,3.0,0.6667,1.0
bull,1,1,1,strong,weak,compression,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR7,21,12,0.5714,0.7143,2.0,1.0,2.0
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,21,12,0.5714,0.7143,5.0,0.8,1.4
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR21,42,24,0.5714,0.7143,14.0,0.4286,0.2857
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR7,84,48,0.5714,0.7143,12.0,0.5,0.5
bull,1,1,0,weak,strong,expansion,-1,LONG,EMA50_RSI21_SK5SS3SD3_ATR7,28,16,0.5714,0.7143,6.0,0.1667,-0.5
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR7,126,72,0.5714,0.7143,20.0,0.7,1.1
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR7,35,20,0.5714,0.7143,3.0,1.0,2.0
bear,1,1,0,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR21,21,12,0.5714,0.7143,8.0,0.25,-0.25
bear,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,21,12,0.5714,0.7143,4.0,0.25,-0.25
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,98,56,0.5714,0.7143,17.0,0.6471,0.9412
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR14,21,12,0.5714,0.7143,3.0,0.0,-1.0
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR7,21,12,0.5714,0.7143,2.0,0.5,0.5
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR14,21,12,0.5714,0.7143,,,
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR21,21,12,0.5714,0.7143,1.0,0.0,-1.0
bull,1,1,0,overbought,strong,expansion,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR7,21,12,0.5714,0.7143,5.0,0.4,0.2
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR21,147,84,0.5714,0.7143,29.0,0.6207,0.8621
bear,-1,-1,0,strong,strong,expansion,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR7,21,12,0.5714,0.7143,11.0,0.3636,0.0909
bull,-1,-1,0,weak,strong,expansion,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR14,28,16,0.5714,0.7143,5.0,0.4,0.2
range,1,1,0,weak,weak,neutral,-1,LONG,EMA21_RSI21_SK5SS3SD3_ATR7,21,12,0.5714,0.7143,10.0,0.5,0.5
range,1,1,0,strong,strong,neutral,1,LONG,EMA21_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143,6.0,0.1667,-0.5
range,1,1,0,strong,strong,neutral,1,LONG,EMA50_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143,4.0,0.25,-0.25
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK5SS3SD3_ATR21,70,40,0.5714,0.7143,7.0,0.5714,0.7143
bear,-1,-1,1,weak,weak,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR7,21,12,0.5714,0.7143,4.0,0.0,-1.0
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK5SS3SD3_ATR14,28,16,0.5714,0.7143,10.0,0.5,0.5
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR21,28,16,0.5714,0.7143,5.0,0.8,1.4
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR7,119,68,0.5714,0.7143,16.0,0.5625,0.6875
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR21,21,12,0.5714,0.7143,1.0,1.0,2.0
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR7,21,12,0.5714,0.7143,4.0,0.5,0.5
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK14SS3SD3_ATR7,28,16,0.5714,0.7143,9.0,0.5556,0.6667
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR14,56,32,0.5714,0.7143,32.0,0.5625,0.6875
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143,4.0,0.75,1.25
bear,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR7,21,12,0.5714,0.7143,13.0,0.5385,0.6154
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR21,21,12,0.5714,0.7143,3.0,0.6667,1.0
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,77,44,0.5714,0.7143,31.0,0.5161,0.5484
bull,1,1,1,strong,strong,compression,1,LONG,EMA200_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143,1.0,1.0,2.0
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,70,40,0.5714,0.7143,23.0,0.6087,0.8261
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI14_SK14SS3SD3_ATR14,28,16,0.5714,0.7143,3.0,0.0,-1.0
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK21SS5SD5_ATR21,21,12,0.5714,0.7143,9.0,0.6667,1.0
bull,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,21,12,0.5714,0.7143,4.0,0.75,1.25
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,56,32,0.5714,0.7143,4.0,0.5,0.5
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI21_SK14SS3SD3_ATR21,42,24,0.5714,0.7143,10.0,0.4,0.2
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR7,21,12,0.5714,0.7143,4.0,0.5,0.5
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,28,16,0.5714,0.7143,2.0,0.5,0.5
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI21_SK5SS3SD3_ATR7,21,12,0.5714,0.7143,3.0,0.6667,1.0
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI7_SK14SS3SD3_ATR14,28,16,0.5714,0.7143,3.0,0.0,-1.0
bear,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR7,21,12,0.5714,0.7143,4.0,0.25,-0.25
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR21,21,12,0.5714,0.7143,1.0,1.0,2.0
bear,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,21,12,0.5714,0.7143,11.0,0.4545,0.3636
bull,-1,-1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK21SS5SD5_ATR21,21,12,0.5714,0.7143,8.0,0.125,-0.625
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,56,32,0.5714,0.7143,3.0,0.6667,1.0
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR21,98,56,0.5714,0.7143,29.0,0.5862,0.7586
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR21,28,16,0.5714,0.7143,15.0,0.4667,0.4
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR14,35,20,0.5714,0.7143,4.0,0.75,1.25
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR14,35,20,0.5714,0.7143,8.0,0.625,0.875
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,42,24,0.5714,0.7143,11.0,0.8182,1.4545
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI21_SK21SS5SD5_ATR14,21,12,0.5714,0.7143,5.0,0.4,0.2
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR21,28,16,0.5714,0.7143,15.0,0.4667,0.4
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,35,20,0.5714,0.7143,4.0,0.75,1.25
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR21,35,20,0.5714,0.7143,10.0,0.3,-0.1
range,1,1,0,weak,weak,neutral,-1,LONG,EMA21_RSI14_SK5SS3SD3_ATR7,21,12,0.5714,0.7143,10.0,0.5,0.5
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR14,84,48,0.5714,0.7143,10.0,0.5,0.5
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK14SS3SD3_ATR7,28,16,0.5714,0.7143,5.0,0.6,0.8
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR14,21,12,0.5714,0.7143,,,
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,21,12,0.5714,0.7143,9.0,0.6667,1.0
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR14,21,12,0.5714,0.7143,13.0,0.4615,0.3846
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR14,184,105,0.5707,0.712,26.0,0.5,0.5
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR21,149,85,0.5705,0.7114,24.0,0.625,0.875
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR21,107,61,0.5701,0.7103,17.0,0.5882,0.7647
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR7,79,45,0.5696,0.7089,34.0,0.5294,0.5882
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI14_SK5SS3SD3_ATR14,72,41,0.5694,0.7083,4.0,0.75,1.25
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR14,72,41,0.5694,0.7083,22.0,0.6818,1.0455
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,65,37,0.5692,0.7077,19.0,0.6842,1.0526
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,65,37,0.5692,0.7077,41.0,0.5854,0.7561
bull,1,1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR7,130,74,0.5692,0.7077,15.0,0.4,0.2
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK5SS3SD3_ATR14,65,37,0.5692,0.7077,4.0,0.75,1.25
bull,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,58,33,0.569,0.7069,4.0,0.5,0.5
bull,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR14,174,99,0.569,0.7069,19.0,0.5789,0.7368
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,58,33,0.569,0.7069,32.0,0.5312,0.5938
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,58,33,0.569,0.7069,15.0,0.4,0.2
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR21,58,33,0.569,0.7069,16.0,0.75,1.25
bull,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,58,33,0.569,0.7069,5.0,0.4,0.2
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,109,62,0.5688,0.7064,20.0,0.4,0.2
bear,1,1,0,strong,weak,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR21,51,29,0.5686,0.7059,18.0,0.5,0.5
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR14,51,29,0.5686,0.7059,14.0,0.8571,1.5714
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR21,51,29,0.5686,0.7059,11.0,0.3636,0.0909
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR7,44,25,0.5682,0.7045,15.0,0.4667,0.4
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,44,25,0.5682,0.7045,12.0,0.5833,0.75
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK5SS3SD3_ATR7,44,25,0.5682,0.7045,6.0,0.6667,1.0
bull,1,1,1,strong,strong,neutral,1,LONG,EMA200_RSI14_SK5SS3SD3_ATR7,132,75,0.5682,0.7045,16.0,0.5,0.5
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,44,25,0.5682,0.7045,9.0,0.6667,1.0
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR21,37,21,0.5676,0.7027,6.0,0.6667,1.0
bear,-1,-1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK5SS3SD3_ATR7,37,21,0.5676,0.7027,11.0,0.3636,0.0909
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,37,21,0.5676,0.7027,5.0,0.2,-0.4
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR21,37,21,0.5676,0.7027,9.0,0.5556,0.6667
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA50_RSI21_SK14SS3SD3_ATR21,37,21,0.5676,0.7027,10.0,0.4,0.2
bull,-1,-1,0,strong,weak,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR7,37,21,0.5676,0.7027,12.0,0.1667,-0.5
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR14,104,59,0.5673,0.7019,18.0,0.5556,0.6667
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR14,97,55,0.567,0.701,43.0,0.5116,0.5349
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,30,17,0.5667,0.7,3.0,0.0,-1.0
bull,1,1,0,strong,weak,expansion,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR7,30,17,0.5667,0.7,11.0,0.4545,0.3636
bull,1,1,-1,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,30,17,0.5667,0.7,7.0,0.4286,0.2857
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR7,30,17,0.5667,0.7,7.0,0.2857,-0.1429
bull,1,1,1,strong,strong,expansion,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR7,30,17,0.5667,0.7,9.0,0.5556,0.6667
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA100_RSI7_SK21SS5SD5_ATR14,30,17,0.5667,0.7,5.0,0.4,0.2
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,30,17,0.5667,0.7,5.0,0.4,0.2
bull,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR7,30,17,0.5667,0.7,11.0,0.4545,0.3636
bull,1,1,-1,strong,strong,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR14,30,17,0.5667,0.7,4.0,0.0,-1.0
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR7,30,17,0.5667,0.7,7.0,0.7143,1.1429
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR7,30,17,0.5667,0.7,8.0,0.25,-0.25
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,30,17,0.5667,0.7,5.0,0.4,0.2
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI14_SK5SS3SD3_ATR7,30,17,0.5667,0.7,2.0,1.0,2.0
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR7,30,17,0.5667,0.7,7.0,0.2857,-0.1429
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK5SS3SD3_ATR21,60,34,0.5667,0.7,9.0,0.5556,0.6667
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,60,34,0.5667,0.7,10.0,0.4,0.2
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,60,34,0.5667,0.7,6.0,0.5,0.5
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI14_SK5SS3SD3_ATR7,30,17,0.5667,0.7,3.0,0.6667,1.0
bear,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR7,53,30,0.566,0.6981,21.0,0.5714,0.7143
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR21,106,60,0.566,0.6981,45.0,0.5111,0.5333
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR21,53,30,0.566,0.6981,15.0,0.8667,1.6
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,53,30,0.566,0.6981,27.0,0.5556,0.6667
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR7,53,30,0.566,0.6981,15.0,0.4,0.2
bull,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,53,30,0.566,0.6981,13.0,0.3077,-0.0769
bull,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR21,182,103,0.5659,0.6978,21.0,0.619,0.8571
bull,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK5SS3SD3_ATR21,198,112,0.5657,0.697,27.0,0.5556,0.6667
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA200_RSI21_SK14SS3SD3_ATR14,46,26,0.5652,0.6957,14.0,0.4286,0.2857
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI21_SK21SS5SD5_ATR14,23,13,0.5652,0.6957,10.0,0.7,1.1
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,23,13,0.5652,0.6957,5.0,0.6,0.8
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR7,23,13,0.5652,0.6957,6.0,0.5,0.5
range,1,1,0,strong,strong,neutral,1,LONG,EMA50_RSI21_SK21SS5SD5_ATR21,23,13,0.5652,0.6957,5.0,0.4,0.2
bull,1,1,-1,weak,strong,expansion,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR7,23,13,0.5652,0.6957,4.0,0.75,1.25
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR7,23,13,0.5652,0.6957,2.0,0.5,0.5
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI21_SK21SS5SD5_ATR21,23,13,0.5652,0.6957,5.0,0.4,0.2
range,1,1,0,strong,strong,neutral,1,LONG,EMA21_RSI21_SK21SS5SD5_ATR21,23,13,0.5652,0.6957,7.0,0.2857,-0.1429
bull,-1,-1,0,weak,overbought,neutral,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR21,23,13,0.5652,0.6957,2.0,0.5,0.5
bear,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR14,23,13,0.5652,0.6957,5.0,0.2,-0.4
bear,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR21,23,13,0.5652,0.6957,4.0,0.25,-0.25
bear,-1,-1,1,weak,weak,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR7,23,13,0.5652,0.6957,2.0,0.5,0.5
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR7,23,13,0.5652,0.6957,2.0,1.0,2.0
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR21,46,26,0.5652,0.6957,13.0,0.5385,0.6154
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR14,23,13,0.5652,0.6957,6.0,0.6667,1.0
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,23,13,0.5652,0.6957,15.0,0.4,0.2
bull,1,1,-1,weak,strong,expansion,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR7,23,13,0.5652,0.6957,5.0,0.8,1.4
bull,-1,-1,0,weak,overbought,neutral,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR14,23,13,0.5652,0.6957,2.0,0.5,0.5
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR14,23,13,0.5652,0.6957,2.0,0.5,0.5
bull,1,1,1,strong,strong,expansion,1,LONG,EMA200_RSI21_SK14SS3SD3_ATR14,23,13,0.5652,0.6957,4.0,1.0,2.0
bear,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,23,13,0.5652,0.6957,4.0,0.5,0.5
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR7,23,13,0.5652,0.6957,6.0,0.5,0.5
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR14,23,13,0.5652,0.6957,4.0,0.75,1.25
bull,1,1,-1,weak,strong,expansion,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,23,13,0.5652,0.6957,5.0,0.8,1.4
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR7,23,13,0.5652,0.6957,1.0,1.0,2.0
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR7,69,39,0.5652,0.6957,27.0,0.5926,0.7778
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR7,23,13,0.5652,0.6957,7.0,0.4286,0.2857
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR7,85,48,0.5647,0.6941,35.0,0.4857,0.4571
